Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
LeftDG0417,127.2331,108.2281,1.232e-17,1.049e-17,4.601e-18,46.1335,-1403.47
LeftDG0418,127.0898,108.1352,1.287e-17,1.179e-17,5.067e-18,56.7043,-1403.41
LeftDG0419,127.2694,108.4045,9.23e-18,8.334e-18,3.391e-18,58.2286,-1403.62
LeftDG0420,126.9118,108.483,1.267e-17,1.061e-17,4.303e-18,49.1652,-1403.18
LeftDG0469,84.8814,47.5767,1.086e-17,9.351e-18,3.91e-18,56.6842,-1247.3
LeftDG0587,107.2416,117.3037,3.142e-17,2.492e-17,1.102e-17,111.7125,-713.88
LeftDG0588,78.8355,46.4197,1.127e-17,9.058e-18,4.711e-18,54.0025,-1565.38
LeftDG0589,78.8117,46.3788,1.165e-17,9.536e-18,4.298e-18,43.8255,-1565.23
LeftDG0594,84.3872,113.9582,8.475e-18,6.238e-18,2.892e-18,93.6029,-1544.19
LeftDG0595,84.3888,114.0615,1.172e-17,9.368e-18,4.559e-18,48.95,-1544.14
LeftDG0596,84.2981,113.9922,1.584e-17,1.247e-17,4.866e-18,49.1393,-1544.18
LeftDG0597,84.238,114.024,9.188e-18,8.878e-18,3.964e-18,45.7632,-1544.06
LeftDG0598,84.5218,114.0277,9.994e-18,7.975e-18,4.162e-18,45.689,-1543.99
LeftDG0599,84.5361,113.9374,1.1e-17,8.805e-18,4.141e-18,40.7621,-1544.41
LeftDG0600,84.4121,114.0412,1.566e-17,1.242e-17,5.587e-18,49.4025,-1544.49
LeftDG0601,84.5051,114.034,1.163e-17,1.015e-17,4.838e-18,47.9066,-1544.27
LeftDG0725,130.1211,104.3846,9.216e-18,8.083e-18,3.417e-18,211.9493,-1323.52
LeftDG0726,130.0004,104.1905,2.137e-17,1.645e-17,7.347e-18,57.1842,-1323.81
LeftDG0727,130.3097,104.2969,1.383e-17,1.164e-17,5.542e-18,51.2481,-1323.84
LeftDG0728,130.2183,104.3061,1.471e-17,1.215e-17,5.684e-18,51.2313,-1324.09
LeftDG0729,129.9334,104.4663,1.516e-17,1.268e-17,5.625e-18,59.5664,-1323.88
LeftDG0730,130.1207,104.3724,1.613e-17,1.315e-17,6.089e-18,58.6063,-1323.62
LeftDG0731,130.1965,104.3842,1.396e-17,1.13e-17,5.865e-18,53.8659,-1323.88
LeftDG0732,129.9955,104.2358,1.496e-17,1.336e-17,6.928e-18,56.3069,-1323.83
LeftDG0733,130.0764,104.2712,1.688e-17,1.476e-17,5.969e-18,54.749,-1323.56
LeftDG0761,84.7774,134.1963,9.212e-18,8.021e-18,3.547e-18,57.1035,-1388.16
LeftDG0772,71.1857,66.0923,2.711e-17,2.282e-17,1.01e-17,78.3578,-1004.5
LeftDG0773,71.0945,66.2344,2.578e-17,2.124e-17,9.239e-18,73.3909,-1004.81
LeftDG0774,71.0683,66.1542,2.345e-17,1.873e-17,8.1e-18,59.787,-1004.79
LeftDG0810,70.5206,50.356,1.077e-17,1.035e-17,4.017e-18,66.798,-1273.43
LeftDG0812,98.6766,65.0774,1.334e-17,9.99e-18,4.645e-18,60.6323,-1172.33
LeftDG0832,60.5371,92.7445,5.829e-18,4.873e-18,2.513e-18,106.1459,-1837.25
LeftDG0833,60.5752,92.7836,8.174e-18,6.521e-18,2.928e-18,40.3075,-1837.23
LeftDG0834,60.5064,92.7753,8.029e-18,7.412e-18,3.416e-18,36.7902,-1837.26
LeftDG0835,60.4102,92.7849,7.877e-18,6.988e-18,3.135e-18,38.3677,-1837.37
LeftDG0836,60.6548,92.7218,8.29e-18,6.884e-18,3.188e-18,36.8933,-1837.3
LeftDG0837,60.6006,92.8569,9.031e-18,7.64e-18,3.25e-18,43.3448,-1837.22
LeftDG0838,60.6456,92.7643,8.646e-18,6.794e-18,2.981e-18,30.7954,-1837.1
LeftDG0839,60.6053,92.7281,9.311e-18,7.284e-18,3.808e-18,35.9725,-1837.35
LeftDG0909,71.6047,77.5675,8.761e-18,7.103e-18,3.338e-18,46.0664,-1459.03
LeftDG0910,99.5008,91.0876,1.535e-17,1.103e-17,5.305e-18,47.2608,-1363.71
LeftDG0911,99.4261,91.0702,1.959e-17,1.675e-17,6.65e-18,58.033,-1363.92
LeftDG0912,99.5004,91.1457,1.428e-17,1.191e-17,5.227e-18,52.0508,-1363.76
LeftDG0993,132.9351,82.8452,4.011e-17,3.132e-17,1.007e-17,165.6704,-1416.66
LeftDG0994,132.7445,82.9429,1.534e-17,1.24e-17,5.99e-18,46.7598,-1416.47
LeftDG0995,132.8524,82.5676,2.025e-17,1.607e-17,6.376e-18,53.8552,-1416.63
LeftDG0996,133.0814,82.6238,9.019e-18,8.719e-18,3.995e-18,51.6099,-1416.68
LeftDG0997,132.9839,83.0349,1.261e-17,1.093e-17,5.051e-18,46.3772,-1416.6
LeftDG0998,133.3497,82.7048,1.264e-17,9.966e-18,4.862e-18,54.8382,-1416.53
LeftDG0999,133.172,82.9495,1.03e-17,9.66e-18,3.913e-18,88.3182,-1416.81
LeftDG1000,132.865,82.5836,1.459e-17,1.162e-17,5.433e-18,60.4223,-1416.56
LeftDG1001,133.0729,83.0516,9.949e-18,8.214e-18,3.614e-18,84.9857,-1416.68
LeftDG1002,132.7431,82.3236,1.521e-17,1.157e-17,5.506e-18,64.8907,-1416.89
LeftDG1003,133.0148,83.268,1.498e-17,1.2e-17,5.177e-18,60.6988,-1416.58
LeftDG1004,133.2229,82.8035,1.318e-17,1.139e-17,5.3e-18,64.0128,-1416.47
LeftDG1005,132.9836,83.0032,9.485e-18,7.09e-18,3.141e-18,60.302,-1416.2
LeftDG1006,133.1477,83.1152,1.552e-17,1.277e-17,5.299e-18,57.4835,-1416.27
LeftDG1007,133.0501,82.7923,9.167e-18,7.664e-18,3.834e-18,89.9063,-1416.34
LeftDG1008,133.0693,82.5914,9.705e-18,8.427e-18,3.253e-18,72.5898,-1416.49
LeftDG1009,132.5108,83.0234,1.431e-17,1.342e-17,5.323e-18,60.2623,-1416.46
LeftDG1010,133.0767,82.5983,1.016e-17,8.057e-18,4.225e-18,89.2967,-1416.63
LeftDG1011,132.7368,83.0091,1.544e-17,1.22e-17,5.848e-18,54.7976,-1416.17
LeftDG1012,133.4268,83.0645,1.538e-17,1.249e-17,5.962e-18,47.187,-1416.88
LeftDG1013,132.6642,82.6954,1.511e-17,1e-17,5.216e-18,51.6564,-1416.91
LeftDG1014,132.5573,82.9243,1.23e-17,1.112e-17,5.126e-18,44.0793,-1416.27
LeftDG1015,132.7762,83.0239,1.347e-17,1.081e-17,4.933e-18,52.8984,-1416.38
LeftDG1016,132.7171,83.1771,1.399e-17,1.043e-17,4.264e-18,48.1688,-1416.57
LeftDG1017,132.9078,82.9422,1.488e-17,1.23e-17,5.536e-18,53.2924,-1416.88
LeftDG1025,121.9601,118.0447,7.067e-18,6.235e-18,2.784e-18,91.6173,-1624.82
LeftDG1026,121.8675,118.0905,1.1e-17,9.023e-18,4.034e-18,48.3686,-1624.58
LeftDG1027,121.9903,118.0278,1.343e-17,1.037e-17,4.808e-18,52.2379,-1624.72
LeftDG1028,122.0448,118.0546,1.145e-17,9.707e-18,3.958e-18,41.1005,-1624.62
LeftDG1029,122.0025,118.0241,1.203e-17,9.727e-18,4.642e-18,39.3986,-1624.68
LeftDG1030,121.8978,117.9285,9.58e-18,8.001e-18,4.084e-18,47.3611,-1624.71
LeftDG1031,121.9071,118.141,1.065e-17,9.192e-18,4.094e-18,52.3647,-1624.9
LeftDG1114,116.3592,110.0768,4.915e-17,3.78e-17,1.214e-17,227.8992,-1203.99
LeftDG1115,116.5262,110.2881,1.864e-17,1.417e-17,6.641e-18,52.8728,-1204.07
LeftDG1116,116.347,109.8063,1.809e-17,1.485e-17,6.403e-18,66.1442,-1204.37
LeftDG1117,116.4544,109.8432,1.77e-17,1.422e-17,6.175e-18,54.6917,-1204.61
LeftDG1118,116.6563,110.2247,1.626e-17,1.424e-17,5.854e-18,56.7345,-1204.11
LeftDG1119,116.3494,109.8912,1.622e-17,1.4e-17,6.538e-18,56.2878,-1204.32
LeftDG1120,116.4313,110.246,1.71e-17,1.475e-17,5.701e-18,47.8066,-1204.36
LeftDG1121,116.4905,110.3023,1.921e-17,1.604e-17,7.815e-18,65.3818,-1204.12
LeftDG1122,116.0889,110.1221,1.268e-17,1.077e-17,4.157e-18,75.3559,-1204.11
LeftDG1123,116.239,110.1605,1.792e-17,1.478e-17,6.891e-18,71.8305,-1204.15
LeftDG1124,116.6169,110.2565,1.843e-17,1.46e-17,7.542e-18,64.8516,-1204.28
LeftDG1179,56.6078,61.5959,4.751e-17,3.639e-17,1.327e-17,66.9828,-1222.7
LeftDG1180,56.3694,61.6335,1.893e-17,1.495e-17,6.264e-18,68.8748,-1222.2
LeftDG1181,56.6407,61.2963,1.892e-17,1.395e-17,6.857e-18,63.4289,-1222.81
LeftDG1182,56.8654,61.2528,1.977e-17,1.684e-17,7.765e-18,56.2529,-1222.2
LeftDG1183,56.468,61.4049,1.458e-17,1.226e-17,5.297e-18,99.6579,-1222.46
LeftDG1184,56.9799,61.5625,1.888e-17,1.691e-17,7.364e-18,64.8398,-1222.77
LeftDG1185,56.6384,61.1629,1.864e-17,1.558e-17,6.949e-18,63.2493,-1222.4
LeftDG1186,56.672,61.5565,1.743e-17,1.436e-17,6.236e-18,55.7885,-1222.5
LeftDG1187,56.8265,61.5617,1.803e-17,1.502e-17,7.463e-18,62.7669,-1222.26
LeftDG1188,56.524,61.4259,1.215e-17,9.844e-18,4.667e-18,67.7013,-1222.4
LeftDG1189,56.4841,61.6973,1.401e-17,1.109e-17,5.55e-18,106.3433,-1222.68
LeftDG1190,56.3165,61.4075,1.689e-17,1.461e-17,6.937e-18,60.2977,-1222.26
LeftDG1191,56.2701,61.8316,1.294e-17,1.049e-17,4.99e-18,62.2748,-1222.78
LeftDG1192,56.2353,61.9827,2.632e-17,1.912e-17,8.404e-18,69.6696,-1222.18
LeftDG1193,56.5062,61.3927,1.732e-17,1.444e-17,6.611e-18,67.6119,-1222.09
LeftDG1194,56.1302,61.5667,1.773e-17,1.348e-17,6.391e-18,59.3743,-1222.53
LeftDG1195,56.8297,61.4236,1.219e-17,9.754e-18,5.195e-18,79.3097,-1222.42
LeftDG1196,56.7085,61.5934,1.559e-17,1.335e-17,6.158e-18,56.4255,-1222.24
LeftDG1210,55.6802,55.0958,1.432e-17,1.321e-17,6.516e-18,170.1877,-1072.32
LeftDG1211,55.6391,55.2823,2.447e-17,1.863e-17,8.612e-18,74.7573,-1072.09
LeftDG1212,55.7557,54.8692,2.417e-17,1.858e-17,8.417e-18,59.2804,-1072.26
LeftDG1213,55.6898,54.9105,2.516e-17,1.828e-17,8.072e-18,70.1364,-1072.11
LeftDG1214,55.4952,55.0676,2.299e-17,1.741e-17,8.37e-18,51.171,-1072.04
LeftDG1215,55.7097,55.0077,1.746e-17,1.296e-17,6.29e-18,64.7095,-1072.25
LeftDG1216,55.5882,55.23,2.242e-17,1.994e-17,9.046e-18,80.2651,-1072.15
LeftDG1217,95.101,67.7315,2.05e-17,1.625e-17,8.149e-18,96.9573,-863.6
LeftDG1224,118.0954,65.2094,6.5e-17,4.991e-17,1.76e-17,166.0299,-939.15
LeftDG1225,118.1525,65.0577,1.63e-17,1.471e-17,6.276e-18,72.2575,-939.16
LeftDG1226,118.1976,65.1663,2.313e-17,1.866e-17,8.789e-18,66.6503,-939.34
LeftDG1227,117.9349,65.1126,3.082e-17,2.731e-17,1.082e-17,63.5546,-939.22
LeftDG1228,118.0177,65.4329,2.246e-17,1.745e-17,8.479e-18,70.1407,-939.37
LeftDG1229,117.7579,65.2123,2.301e-17,1.954e-17,9.113e-18,68.0503,-939.04
LeftDG1230,118.1614,65.0442,2.379e-17,1.801e-17,8.146e-18,66.2042,-939.21
LeftDG1231,118.1009,65.2995,1.54e-17,1.323e-17,6.07e-18,132.9446,-939.33
LeftDG1232,118.4159,65.4141,2.24e-17,1.965e-17,8.98e-18,60.8203,-938.97
LeftDG1233,118.4083,65.4086,2.692e-17,2.152e-17,8.687e-18,69.4136,-939.3
LeftDG1234,109.7449,65.6939,1.003e-17,8.66e-18,3.851e-18,51.4366,-1344.25
LeftDG1235,109.915,65.6101,1.071e-17,8.952e-18,3.481e-18,40.7523,-1344.2
LeftDG1236,109.7521,65.7992,1.398e-17,1.144e-17,5.653e-18,72.1617,-1344.29
LeftDG1237,109.719,65.683,1.42e-17,1.212e-17,4.942e-18,71.8716,-1344.25
LeftDG1285,88.8768,73.8573,5.875e-17,4.609e-17,1.636e-17,182.4835,-1060.72
LeftDG1286,88.983,73.7855,2.22e-17,1.634e-17,8.335e-18,74.0332,-1060.51
LeftDG1287,89.1997,73.717,2.422e-17,1.721e-17,8.322e-18,75.7468,-1060.48
LeftDG1288,88.9105,74.1517,2.102e-17,1.698e-17,7.647e-18,60.5517,-1060.65
LeftDG1289,88.5386,73.6367,2.13e-17,1.689e-17,7.689e-18,67.1507,-1060.43
LeftDG1290,88.6918,73.7907,1.44e-17,1.142e-17,5.239e-18,148.2112,-1060.4
LeftDG1291,89.1996,73.8453,1.579e-17,1.249e-17,5.366e-18,105.3849,-1060.75
LeftDG1292,88.735,73.6183,2.149e-17,1.786e-17,7.852e-18,66.5351,-1060.74
LeftDG1293,88.8012,73.8974,2.293e-17,1.998e-17,9.548e-18,69.7316,-1060.75
LeftDG1294,89.0839,73.4463,2.393e-17,1.822e-17,8.546e-18,76.0531,-1060.36
LeftDG1295,88.6289,73.699,2.09e-17,1.832e-17,6.84e-18,56.9341,-1060.51
LeftDG1296,88.9354,73.9714,2.546e-17,1.892e-17,8.68e-18,76.9562,-1060.65
LeftDG1297,88.8745,73.9135,2.269e-17,1.707e-17,7.358e-18,56.0553,-1060.56
LeftDG1298,88.8645,73.7131,2.091e-17,1.563e-17,6.952e-18,64.8736,-1060.34
LeftDG1299,88.4363,74.0329,2.261e-17,1.718e-17,9.077e-18,70.3445,-1060.53
LeftDG1300,88.9016,74.3693,2.8e-17,2.515e-17,1.03e-17,81.9028,-1060.23
LeftDG1301,88.6651,73.6031,2.21e-17,1.735e-17,7.542e-18,54.0304,-1060.39
LeftDG1302,88.8542,73.6911,2.413e-17,1.831e-17,8.752e-18,74.9311,-1060.89
LeftDG1303,89.0187,73.478,2.129e-17,1.569e-17,7.275e-18,64.9844,-1060.73
LeftDG1312,128.9142,60.1342,3.627e-17,2.531e-17,1.451e-17,94.3401,-821.72
LeftDG1313,128.9048,60.1766,3.591e-17,2.986e-17,1.278e-17,98.2534,-821.38
LeftDG1314,61.1928,84.066,7.559e-17,6.013e-17,2.028e-17,146.6761,-973.78
LeftDG1315,61.4148,83.5565,1.755e-17,1.456e-17,6.425e-18,95.3256,-974.28
LeftDG1316,61.2844,84.1967,2.859e-17,2.581e-17,1.105e-17,78.7524,-974.13
LeftDG1317,61.1474,84.0603,1.748e-17,1.551e-17,7.227e-18,125.7322,-974.19
LeftDG1318,61.4008,84.65,3.992e-17,3.127e-17,1.264e-17,75.7733,-974.09
LeftDG1319,61.395,83.9179,2.668e-17,2.196e-17,9.141e-18,66.0275,-973.96
LeftDG1320,61.1145,83.7133,3.43e-17,3.49e-17,1.217e-17,77.2055,-973.98
LeftDG1321,60.6601,84.1643,1.8e-17,1.508e-17,6.143e-18,103.2423,-974.07
LeftDG1322,61.1792,83.7646,2.701e-17,2.234e-17,8.37e-18,66.5885,-973.82
LeftDG1323,60.9074,83.8717,2.849e-17,2.313e-17,1.054e-17,104.7137,-973.64
LeftDG1324,60.5833,83.9416,1.97e-17,1.531e-17,7.294e-18,59.627,-974.17
LeftDG1325,61.5753,84.1545,1.853e-17,1.449e-17,6.333e-18,97.0281,-973.94
LeftDG1326,61.0139,84.304,1.855e-17,1.534e-17,7.077e-18,141.5588,-973.91
LeftDG1327,60.8372,84.2299,2.69e-17,2.326e-17,1.056e-17,92.6736,-974.1
LeftDG1328,61.749,84.0369,3.022e-17,2.652e-17,1.138e-17,86.4532,-973.69
LeftDG1329,61.1077,83.3926,2.688e-17,2.075e-17,9.588e-18,67.7957,-974.05
LeftDG1330,61.4898,83.9779,2.495e-17,2.131e-17,8.768e-18,59.562,-973.59
LeftDG1331,61.5675,83.863,2.883e-17,2.366e-17,1.011e-17,89.9802,-973.89
LeftDG1332,61.3554,84.388,2.851e-17,2.525e-17,1.021e-17,87.0207,-973.69
LeftDG1333,61.3942,84.4933,1.777e-17,1.517e-17,6.667e-18,116.869,-974.14
LeftDG1334,60.8081,84.2917,1.878e-17,1.578e-17,6.713e-18,117.5177,-973.54
LeftDG1335,60.9748,84.0032,2.59e-17,2.324e-17,9.809e-18,86.8284,-973.78
LeftDG1336,61.8103,84.4803,2.939e-17,2.325e-17,1.236e-17,87.5185,-973.69
LeftDG1392,55.4289,109.3281,7.359e-18,6.623e-18,2.791e-18,68.4142,-1531.71
LeftDG1393,55.3854,109.4268,1.025e-17,9.476e-18,3.879e-18,40.5928,-1531.41
LeftDG1394,55.4397,109.3462,1.211e-17,9.17e-18,4.708e-18,47.3261,-1531.69
LeftDG1395,55.3642,109.3428,7.91e-18,6.276e-18,2.879e-18,56.7957,-1531.63
LeftDG1396,55.4834,109.3448,1.093e-17,9.791e-18,4.228e-18,38.3182,-1531.65
LeftDG1439,113.7455,119.1844,3.199e-17,2.281e-17,1.144e-17,117.6982,-718.57
RightDG0001,288.9037,102.1988,5.974e-17,4.12e-17,1.313e-17,166.0737,-1141.59
RightDG0002,289.2324,102.1407,2.125e-17,1.919e-17,7.515e-18,77.2629,-1141.71
RightDG0003,288.6202,102.4329,2.076e-17,1.811e-17,7.87e-18,71.9955,-1141.43
RightDG0004,288.9557,101.8037,2.88e-17,2.338e-17,8.901e-18,61.9725,-1141.48
RightDG0005,288.4596,102.184,1.791e-17,1.491e-17,6.987e-18,57.2103,-1141.54
RightDG0006,288.8981,101.8172,2.03e-17,1.694e-17,8.325e-18,73.3344,-1141.6
RightDG0007,288.8718,102.0657,1.937e-17,1.614e-17,7.489e-18,61.6089,-1141.59
RightDG0008,288.9175,102.378,1.901e-17,1.55e-17,6.726e-18,65.1276,-1141.48
RightDG0009,289.1112,101.8934,2.139e-17,1.702e-17,7.711e-18,58.5621,-1141.32
RightDG0010,288.5126,102.1681,1.314e-17,1.053e-17,4.843e-18,84.823,-1141.44
RightDG0011,289.1087,102.2275,1.898e-17,1.819e-17,7.103e-18,73.3523,-1141.39
RightDG0012,288.3124,102.3583,1.896e-17,1.551e-17,6.718e-18,51.2439,-1141.77
RightDG0013,288.6729,102.3434,1.321e-17,1.1e-17,5.096e-18,101.0884,-1141.45
RightDG0014,288.7088,102.0351,1.292e-17,1.118e-17,5.468e-18,102.2916,-1141.63
RightDG0015,289.1531,101.7699,2.996e-17,2.178e-17,1.012e-17,69.526,-1141.79
RightDG0016,288.8922,101.9115,2.222e-17,1.878e-17,7.985e-18,74.598,-1141.26
RightDG0017,288.6371,102.2448,2.897e-17,2.163e-17,9.202e-18,60.8565,-1141.67
RightDG0018,288.7116,102.409,2.97e-17,2.263e-17,9.08e-18,69.5086,-1141.85
RightDG0019,289.0664,102.1326,2.694e-17,1.89e-17,8.632e-18,51.6221,-1141.49
RightDG0020,289.0299,102.3954,1.517e-17,1.26e-17,5.696e-18,110.0377,-1141.73
RightDG0029,258.5761,97.4013,3.357e-17,2.753e-17,8.851e-18,141.4937,-1504.81
RightDG0030,258.576,97.4878,1.341e-17,1.023e-17,4.463e-18,51.8627,-1505.07
RightDG0031,258.5699,97.3108,1.302e-17,1.109e-17,4.945e-18,54.2295,-1504.8
RightDG0032,258.7459,97.398,1.193e-17,1.023e-17,4.525e-18,59.9145,-1505.41
RightDG0033,258.4238,97.2903,1.315e-17,1.029e-17,4.837e-18,50.982,-1504.85
RightDG0034,258.469,97.5466,1.277e-17,1.08e-17,5.112e-18,50.0068,-1504.74
RightDG0035,258.7534,97.3749,1.174e-17,8.86e-18,4.422e-18,49.4652,-1505.3
RightDG0036,258.4457,97.507,1.129e-17,9.508e-18,4.561e-18,46.0539,-1504.87
RightDG0037,258.4651,97.4304,1.16e-17,9.859e-18,4.289e-18,46.7751,-1504.89
RightDG0038,258.6795,97.5748,8.304e-18,7.208e-18,3.236e-18,58.381,-1505.19
RightDG0039,258.3416,97.3267,1.277e-17,1.053e-17,4.914e-18,48.3472,-1505.04
RightDG0040,258.7052,97.4518,1.158e-17,1.063e-17,4.701e-18,47.7249,-1505.18
RightDG0041,258.4238,97.5865,1.231e-17,1.056e-17,4.094e-18,63.7724,-1505.06
RightDG0146,238.8016,52.9572,6.921e-18,5.41e-18,2.537e-18,124.95,-1570.04
RightDG0147,238.7001,53.1054,1.14e-17,9.444e-18,4.436e-18,53.7865,-1570.19
RightDG0148,238.6464,53.1001,1.063e-17,7.637e-18,4.212e-18,47.2986,-1569.83
RightDG0149,238.8271,52.875,1.079e-17,8.981e-18,3.91e-18,49.97,-1570.0
RightDG0150,238.7319,52.9775,9.969e-18,8.21e-18,3.603e-18,43.9346,-1570.47
RightDG0151,238.9379,53.0163,1.09e-17,9.308e-18,4.257e-18,51.4749,-1570.16
RightDG0152,238.9348,52.9854,1.108e-17,8.215e-18,4.109e-18,51.0312,-1570.48
RightDG0153,238.5844,52.9946,1.092e-17,8.86e-18,3.729e-18,40.4813,-1569.83
RightDG0154,238.6878,52.7976,9.833e-18,8.231e-18,3.623e-18,44.2506,-1570.19
RightDG0229,296.1865,107.7265,1.333e-17,1.031e-17,5.119e-18,66.4123,-1120.93
RightDG0262,260.5913,110.4873,1.318e-17,1.039e-17,4.536e-18,48.8489,-1409.82
RightDG0263,260.6379,110.547,1.309e-17,1.123e-17,6.065e-18,52.2185,-1409.72
RightDG0264,260.5704,110.505,1.367e-17,1.148e-17,4.952e-18,54.1978,-1409.67
RightDG0267,276.5128,56.4354,2.035e-16,1.383e-16,4.838e-17,482.455,-540.94
RightDG0268,277.2361,55.4782,7.321e-17,5.693e-17,2.989e-17,137.3064,-540.64
RightDG0269,277.2467,56.6371,8.145e-17,6.291e-17,2.962e-17,126.2853,-540.59
RightDG0270,276.3218,57.2928,4.816e-17,4.051e-17,1.72e-17,151.2,-540.87
RightDG0271,276.6618,55.5791,1.042e-16,7.588e-17,3.192e-17,122.4253,-540.59
RightDG0272,276.714,55.5498,6.814e-17,5.586e-17,2.424e-17,123.1877,-540.75
RightDG0273,275.9705,55.5905,4.558e-17,4.587e-17,1.798e-17,151.1106,-541.07
RightDG0274,277.2498,56.2122,7.603e-17,5.532e-17,2.737e-17,111.8792,-540.74
RightDG0275,275.8572,55.2473,8.153e-17,6.436e-17,2.859e-17,138.6909,-540.48
RightDG0276,277.636,56.2231,5.442e-17,4.509e-17,1.961e-17,148.0479,-541.08
RightDG0277,277.5114,55.4789,8.371e-17,5.955e-17,2.998e-17,140.0551,-541.03
RightDG0278,276.688,57.2409,5.373e-17,4.057e-17,1.89e-17,213.6911,-540.87
RightDG0279,276.5608,55.6748,5.456e-17,4.31e-17,1.759e-17,187.6072,-540.71
RightDG0280,277.2858,55.6885,1.003e-16,7.308e-17,3.26e-17,135.0177,-540.82
RightDG0281,275.9567,56.5433,5.062e-17,3.901e-17,1.902e-17,271.6227,-540.48
RightDG0282,276.412,56.8056,4.697e-17,4.323e-17,1.88e-17,147.3556,-540.83
RightDG0283,276.7815,56.7957,7.078e-17,6.064e-17,2.471e-17,110.1667,-540.89
RightDG0284,277.0963,56.2361,6.373e-17,4.483e-17,1.892e-17,236.9579,-540.89
RightDG0285,277.0075,56.4158,7.321e-17,5.652e-17,2.589e-17,122.0997,-540.93
RightDG0286,275.4663,56.438,7.137e-17,5.57e-17,2.58e-17,171.9097,-540.9
RightDG0287,276.0832,55.5711,7.357e-17,5.619e-17,2.604e-17,130.0588,-540.9
RightDG0288,277.2501,55.8942,7.559e-17,6.107e-17,2.676e-17,144.4095,-540.61
RightDG0289,277.6778,56.5653,7.685e-17,6.951e-17,2.895e-17,138.8422,-540.8
RightDG0389,244.9954,65.3076,2.799e-17,2.31e-17,7.977e-18,110.6849,-1630.95
RightDG0390,245.0917,65.1763,1.168e-17,8.728e-18,4.184e-18,41.7594,-1630.83
RightDG0391,244.8696,65.1529,1.17e-17,9.543e-18,4.201e-18,50.3278,-1630.95
RightDG0392,245.1531,65.1684,1.135e-17,8.946e-18,4.137e-18,54.8451,-1630.96
RightDG0393,244.8083,65.3946,1.096e-17,9.225e-18,4.155e-18,46.8414,-1630.77
RightDG0394,245.3061,65.2983,1.114e-17,9.279e-18,4.007e-18,42.5432,-1631.04
RightDG0395,245.1288,65.3921,7.994e-18,6.769e-18,3.078e-18,74.3745,-1630.84
RightDG0396,245.0532,65.2457,7.263e-18,5.922e-18,2.387e-18,89.2733,-1630.89
RightDG0397,245.0289,65.0177,1.087e-17,9.654e-18,4.398e-18,40.802,-1631.13
RightDG0398,245.0241,65.5059,1.034e-17,8.95e-18,3.888e-18,52.07,-1630.81
RightDG0399,245.0496,65.3153,8.253e-18,6.683e-18,2.887e-18,80.1489,-1630.9
RightDG0400,245.2475,65.3204,1.151e-17,9.528e-18,4.107e-18,48.4219,-1630.67
RightDG0401,245.3325,65.3094,1.077e-17,8.492e-18,3.621e-18,43.19,-1630.87
RightDG0402,244.9816,65.155,9.077e-18,9.018e-18,3.817e-18,45.1814,-1630.64
RightDG0403,245.0983,65.0722,1.036e-17,8.456e-18,4.033e-18,34.9384,-1630.98
RightDG0404,262.8443,77.775,8.404e-18,6.276e-18,3.137e-18,88.3541,-1601.83
RightDG0405,262.7712,77.7563,1.151e-17,9.394e-18,4.111e-18,53.164,-1601.84
RightDG0406,262.732,77.7162,1.122e-17,9.116e-18,4.124e-18,44.7372,-1601.91
RightDG0407,262.8451,77.7047,1.147e-17,9.431e-18,4.328e-18,46.9421,-1602.12
RightDG0408,262.9683,77.8,7.162e-18,6.213e-18,2.831e-18,52.1965,-1601.92
RightDG0409,262.8924,77.7428,8.968e-18,7.848e-18,3.957e-18,42.4356,-1601.85
RightDG0445,230.589,102.521,1.86e-17,1.415e-17,5.39e-18,50.3248,-1462.18
RightDG0446,230.6482,102.4851,1.143e-17,9.8e-18,4.103e-18,52.9821,-1462.14
RightDG0447,230.5686,102.5058,1.228e-17,1.047e-17,5.084e-18,51.3969,-1461.92
RightDG0493,262.2755,76.0436,3.364e-17,2.215e-17,8.22e-18,115.1072,-1567.47
RightDG0494,262.6365,76.3722,9.316e-18,8.39e-18,4.021e-18,40.5186,-1566.72
RightDG0495,262.4124,75.6821,1.071e-17,8.834e-18,4.057e-18,45.4558,-1567.25
RightDG0496,262.6095,75.9068,6.41e-18,5.712e-18,2.651e-18,61.3003,-1567.05
RightDG0497,262.3926,76.502,1.035e-17,9.149e-18,3.85e-18,44.4892,-1567.26
RightDG0498,261.9254,75.8455,1.125e-17,9.46e-18,4.32e-18,51.3114,-1567.08
RightDG0499,262.2213,75.9656,6.883e-18,5.805e-18,3.035e-18,65.2869,-1567.13
RightDG0500,262.1196,76.315,1.083e-17,9.035e-18,3.784e-18,38.5144,-1567.22
RightDG0501,262.0269,76.0004,9.105e-18,6.692e-18,3.091e-18,78.592,-1567.33
RightDG0502,262.2834,75.6666,1.31e-17,9.055e-18,4.945e-18,40.1039,-1567.08
RightDG0503,262.3893,76.1329,6.873e-18,6.314e-18,2.438e-18,83.3695,-1567.1
RightDG0504,262.51,76.3376,1.103e-17,8.729e-18,4.043e-18,45.1394,-1567.13
RightDG0505,262.2608,76.1735,6.793e-18,5.973e-18,2.739e-18,83.3753,-1567.43
RightDG0506,262.3842,76.4418,1.108e-17,9.069e-18,4.027e-18,54.1212,-1566.95
RightDG0507,262.0343,76.0941,1.339e-17,1.275e-17,4.95e-18,52.297,-1566.84
