,level_0,Name,Period,index,Name,X,Y,BlueF,GreenF,RedF,Parallax,RadialVelocity,Variable?,TotalF,AbsMag,Distance
556,1540,b'LeftS004962',51.85396463205932,2267,b'LeftS004962',19.2168,-10.7154,7.018e-14,5.747e-14,2.758e-14,-0.001,131.47,1,1.5522999999999999e-13,-4.30239849279082,29.449651175818428
557,1543,b'LeftS004977',52.94117647058823,2282,b'LeftS004977',19.2238,-10.742,6.768e-14,5.253e-14,2.253e-14,0.0,131.68,1,1.4274e-13,-4.3657599049808855,28.636263310842455
558,1545,b'LeftS004980',52.09169054441261,2285,b'LeftS004980',19.3681,-10.6694,6.609e-14,5.362e-14,2.53e-14,0.0,130.6,1,1.4501e-13,-4.316252876073895,30.00614179021526
559,1549,b'LeftS005013',49.9176276771005,2315,b'LeftS005013',19.2836,-10.796,9.722e-14,7.951e-14,3.862e-14,-0.0,131.28,1,2.1534999999999999e-13,-4.189551079256388,28.511074416044785
560,1551,b'LeftS005026',52.21137277426766,2327,b'LeftS005026',19.3312,-10.7996,6.925e-14,5.936e-14,3.08e-14,-0.0,131.15,1,1.5941e-13,-4.32322781401049,28.290403832766792
561,1565,b'LeftS005222',52.69565217391304,2477,b'LeftS005222',19.1865,-10.684,6.418e-14,5.498e-14,2.928e-14,-0.001,131.41,1,1.4844e-13,-4.351451041139445,28.45588595848178
562,1568,b'LeftS005269',53.188999414862494,2513,b'LeftS005269',19.0237,-9.5358,6.58e-14,5.14e-14,2.202e-14,-0.0,126.85,1,1.3921999999999999e-13,-4.380202731269057,28.471940988390003
563,1569,b'LeftS005482',53.946587537091986,2569,b'LeftS005482',19.0381,-9.557,5.361e-14,4.046e-14,1.666e-14,0.0,126.65,1,1.1073e-13,-4.424354065518536,30.50071554738328
564,1570,b'LeftS005530',54.59459459459459,2583,b'LeftS005530',19.0321,-9.5653,5.099e-14,4.591e-14,2.81e-14,0.0,125.98,1,1.25e-13,-4.462119145714912,27.414907239952413
565,1571,b'LeftS005703',58.38150289017341,2634,b'LeftS005703',19.0395,-9.5695,2.819e-14,2.757e-14,1.869e-14,-0.0,125.73,1,7.445e-14,-4.6828156548394,27.43934811735071
566,1573,b'LeftS005713',54.46375074895146,2642,b'LeftS005713',19.0259,-9.561,3.924e-14,2.962e-14,1.211e-14,-0.001,126.11,1,8.097e-14,-4.454493722092277,34.43187015205768
567,1575,b'LeftS005757',51.26903553299493,2669,b'LeftS005757',19.01,-9.5813,7.904e-14,6.537e-14,3.348e-14,0.001,124.8,1,1.7788999999999999e-13,-4.268309520950768,28.718119414740947
568,1581,b'LeftS005899',53.06479859894922,2752,b'LeftS005899',19.0561,-9.5577,6.331e-14,5.072e-14,2.306e-14,-0.001,126.36,1,1.3709e-13,-4.37296445551401,28.902016844174035
569,1589,b'LeftS005948',53.69167158889545,2799,b'LeftS005948',19.0038,-9.5114,6.208e-14,5.579e-14,3.257e-14,-0.0,126.62,1,1.5044000000000001e-13,-4.409497867402301,26.42243788363797
570,1594,b'LeftS006007',51.85396463205932,2855,b'LeftS006007',19.0173,-9.676,7.329e-14,6.011e-14,2.915e-14,0.0,124.85,1,1.6255e-13,-4.30239849279082,28.79568337620152
571,1596,b'LeftS006025',52.57374204742626,2872,b'LeftS006025',19.019,-9.5618,5.536e-14,4.293e-14,1.811e-14,0.0,125.87,1,1.1640000000000001e-13,-4.344346264038301,32.46731867482339
572,1598,b'LeftS006034',52.57374204742626,2880,b'LeftS006034',19.05,-9.5646,6.6e-14,5.15e-14,2.246e-14,0.0,126.06,1,1.3996e-13,-4.344346264038301,29.643075043363485
573,1603,b'LeftS069393',55.25835866261397,3061,b'LeftS069393',23.1864,18.0167,6.24e-14,5.136e-14,2.435e-14,-0.0,104.48,1,1.3811e-13,-4.500802525733693,24.790553854527257
574,1604,b'LeftS069417',54.59459459459459,3069,b'LeftS069417',23.1505,17.9898,6.92e-14,5.421e-14,2.359e-14,0.001,104.27,1,1.47e-13,-4.462119145714912,25.229039894172733
575,1605,b'LeftS069779',52.69565217391304,3188,b'LeftS069779',23.1567,18.168,9.591e-14,7.637e-14,3.462e-14,-0.0,104.43,1,2.069e-13,-4.351451041139445,24.144214686674523
576,1607,b'LeftS069879',52.94117647058823,3220,b'LeftS069879',23.2966,17.8423,1.074e-13,8.723e-14,4.056e-14,0.0,104.05,1,2.3519e-13,-4.3657599049808855,22.222203036425615
577,1610,b'LeftS070041',53.946587537091986,3286,b'LeftS070041',23.1831,17.9501,6.909e-14,5.247e-14,2.209e-14,-0.0,104.06,1,1.4365e-13,-4.424354065518536,26.783506552776824
578,1611,b'LeftS070059',54.3335325762104,3296,b'LeftS070059',23.1953,17.9933,9.218e-14,8.181e-14,4.769e-14,0.0,104.08,1,2.2168e-13,-4.446904761941836,20.899910325270564
579,1612,b'LeftS070070',54.07495538370018,3301,b'LeftS070070',23.2176,18.0026,8.207e-14,7.336e-14,4.297e-14,-0.001,104.17,1,1.984e-13,-4.4318351908638025,22.457051928683434
580,1615,b'LeftS070165',52.09169054441261,3350,b'LeftS070165',23.1646,17.986,1.035e-13,7.998e-14,3.406e-14,0.0,104.44,1,2.1754e-13,-4.316252876073895,24.56873873659731
581,1617,b'LeftS070207',52.452394691286784,3371,b'LeftS070207',23.1285,18.1026,1.088e-13,8.728e-14,4.171e-14,0.0,104.41,1,2.3779e-13,-4.337274284523314,22.95649015209822
582,1618,b'LeftS070243',53.06479859894922,3387,b'LeftS070243',23.2304,17.8592,7.709e-14,5.906e-14,2.472e-14,-0.0,104.05,1,1.6087e-13,-4.37296445551401,26.783729543994443
583,1625,b'LeftS084402',53.188999414862494,3504,b'LeftS084402',-1.4133,-13.9613,1.535e-13,1.438e-13,8.987e-14,-0.001,71.47,1,3.8717e-13,-4.380202731269057,17.022337279274993
584,1626,b'LeftS084431',52.21137277426766,3520,b'LeftS084431',-1.425,-14.0081,1.75e-13,1.329e-13,5.61e-14,-0.001,69.24,1,3.64e-13,-4.32322781401049,18.907042591259245
585,1627,b'LeftS084475',49.9176276771005,3545,b'LeftS084475',-1.3749,-14.0077,2.663e-13,2.058e-13,8.642e-14,-0.0,70.54,1,5.585199999999999e-13,-4.189551079256388,17.721552887230533
586,1629,b'LeftS084546',52.09169054441261,3587,b'LeftS084546',-1.4107,-13.9884,2.295e-13,1.9e-13,9.506e-14,0.0,66.94,1,5.1456e-13,-4.316252876073895,15.940309940543482
587,1631,b'LeftS084566',53.43915343915343,3600,b'LeftS084566',-1.4742,-13.983,1.888e-13,1.601e-13,8.262e-14,-0.0,71.22,1,4.3151999999999996e-13,-4.394781410126664,15.86403389017043
588,1632,b'LeftS084661',54.20393559928444,3623,b'LeftS084661',-1.2837,-14.0689,1.401e-13,1.407e-13,1.022e-13,0.0,69.99,1,3.83e-13,-4.439352004344289,16.075961191744938
589,1634,b'LeftS084861',54.46375074895146,3685,b'LeftS084861',-1.6352,-14.1578,1.246e-13,1.093e-13,6.287e-14,0.001,71.19,1,2.9677e-13,-4.454493722092277,17.924335241002566
590,1635,b'LeftS084901',56.919223544145275,3699,b'LeftS084901',-1.4409,-14.0347,9.493e-14,7.192e-14,2.949e-14,-0.0,70.31,1,1.9634e-13,-4.597595754634788,18.740332121915735
591,1636,b'LeftS085073',51.03874227961819,3772,b'LeftS085073',-1.5995,-13.9937,2.79e-13,2.19e-13,9.874e-14,-0.0,69.87,1,5.9674e-13,-4.254888304188137,15.934329388146505
592,1637,b'LeftS085277',50.24875621890547,3838,b'LeftS085277',-1.5529,-14.1542,2.917e-13,2.289e-13,1.025e-13,-0.0,70.04,1,6.231e-13,-4.208848856636727,16.434355430286487
593,1638,b'LeftS085316',54.07495538370018,3848,b'LeftS085316',-1.2758,-14.052,1.677e-13,1.299e-13,5.703e-14,-0.0,69.97,1,3.5463e-13,-4.4318351908638025,16.876323006830656
594,1639,b'LeftS085326',53.818827708703374,3852,b'LeftS085326',-1.4599,-13.8679,1.757e-13,1.337e-13,5.675e-14,0.001,71.46,1,3.6614999999999996e-13,-4.416908374751578,16.923107335847764
595,1640,b'LeftS085899',51.38496325607689,4041,b'LeftS085899',-0.6927,-15.2121,2.449e-13,2.096e-13,1.086e-13,-0.001,75.67,1,5.631e-13,-4.275065650700414,15.913713516484318
596,1641,b'LeftS086017',52.94117647058823,4078,b'LeftS086017',-0.6726,-15.2486,1.694e-13,1.435e-13,7.319e-14,0.001,73.47,1,3.8609e-13,-4.3657599049808855,17.32583192138239
597,1643,b'LeftS086028',52.09169054441261,4084,b'LeftS086028',-0.678,-15.1566,1.999e-13,1.561e-13,6.809e-14,-0.0,75.67,1,4.2409e-13,-4.316252876073895,17.586204152407298
598,1644,b'LeftS086191',54.07495538370018,4153,b'LeftS086191',-0.7134,-15.2231,1.814e-13,1.505e-13,7.459e-14,0.0,74.76,1,4.0648999999999997e-13,-4.4318351908638025,15.678848172444347
599,1645,b'LeftS086200',53.06479859894922,4159,b'LeftS086200',-0.699,-15.2382,1.644e-13,1.314e-13,6.122e-14,-0.0,73.64,1,3.5702000000000003e-13,-4.37296445551401,17.956433836540086
600,1648,b'LeftS086263',53.69167158889545,4198,b'LeftS086263',-0.6765,-15.2014,1.601e-13,1.414e-13,7.819e-14,-0.0,75.2,1,3.7968999999999997e-13,-4.409497867402301,16.59687647012727
601,1649,b'LeftS086272',53.188999414862494,4204,b'LeftS086272',-0.6752,-15.1921,2.085e-13,1.705e-13,8.261e-14,-0.001,75.6,1,4.6161e-13,-4.380202731269057,15.632788156467887
602,1650,b'LeftS086310',53.43915343915343,4224,b'LeftS086310',-0.6711,-15.1804,1.533e-13,1.268e-13,6.236e-14,-0.0,75.88,1,3.4246e-13,-4.394781410126664,17.825826211618864
603,1655,b'LeftS086336',55.12431776834445,4247,b'LeftS086336',-0.7082,-15.2171,1.392e-13,1.162e-13,5.854e-14,0.0,75.0,1,3.1393999999999997e-13,-4.492990781921532,16.630355958206103
604,1661,b'LeftS086389',52.331606217616574,4297,b'LeftS086389',-0.6993,-15.2904,1.893e-13,1.479e-13,6.74e-14,0.0,73.95,1,4.046e-13,-4.330234876013577,17.77863750312205
605,1675,b'LeftS086620',52.94117647058823,4490,b'LeftS086620',-0.7285,-15.0635,1.785e-13,1.345e-13,5.534e-14,0.0,76.02,1,3.6833999999999997e-13,-4.3657599049808855,17.896120912305523
606,1677,b'LeftS086991',54.46375074895146,4618,b'LeftS086991',-3.1483,-13.1936,1.611e-13,1.362e-13,7.077e-14,0.0,71.1,1,3.6806999999999997e-13,-4.454493722092277,16.057006573501635
607,1681,b'LeftS087287',51.618398637137986,4785,b'LeftS087287',-3.1942,-13.2481,1.963e-13,1.525e-13,6.687e-14,0.0,71.2,1,4.1567e-13,-4.288669986925422,18.36665569490064
608,1687,b'LeftS087336',55.52840562003666,4832,b'LeftS087336',-3.2205,-13.099,1.06e-13,9.5e-14,5.497e-14,-0.001,72.23,1,2.5597e-13,-4.516540541062042,17.90061396173166
609,1689,b'LeftS087339',52.94117647058823,4835,b'LeftS087339',-3.2153,-13.086,1.634e-13,1.291e-13,5.66e-14,0.0,72.27,1,3.491e-13,-4.3657599049808855,18.266566672668027
610,1690,b'LeftS087355',55.664421310471525,4850,b'LeftS087355',-3.1814,-13.0317,7.946e-14,5.955e-14,2.43e-14,0.0,72.58,1,1.6331e-13,-4.524467373644754,22.403993101334503
611,1696,b'LeftS087595',50.81050866405813,4962,b'LeftS087595',0.4554,-12.6913,1.801e-13,1.379e-13,5.735e-14,-0.0,68.82,1,3.7535e-13,-4.241587120666537,20.390332444248298
612,1697,b'LeftS087751',53.565114908662345,5013,b'LeftS087751',0.4703,-12.6883,1.278e-13,1.206e-13,7.883e-14,-0.001,70.23,1,3.2723e-13,-4.402122294678124,18.12446512019511
613,1698,b'LeftS087772',54.20393559928444,5021,b'LeftS087772',0.4652,-12.6932,1.696e-13,1.545e-13,9.417e-14,-0.0,69.98,1,4.1827e-13,-4.439352004344289,15.341214983583509
614,1699,b'LeftS087798',54.07495538370018,5031,b'LeftS087798',0.4667,-12.686,1.195e-13,1.124e-13,6.924e-14,-0.0,69.19,1,3.0114e-13,-4.4318351908638025,18.142588445421033
615,1700,b'LeftS087805',59.14118412491867,5033,b'LeftS087805',0.443,-12.6973,6.666e-14,5.271e-14,2.472e-14,-0.0,68.73,1,1.4409e-13,-4.727088973195539,18.858580732148273
616,1701,b'LeftS087883',52.331606217616574,5062,b'LeftS087883',0.4663,-12.7014,1.985e-13,1.593e-13,7.373e-14,-0.0,69.5,1,4.3153e-13,-4.330234876013577,17.130682821289135
617,1703,b'LeftS087984',55.80110497237568,5115,b'LeftS087984',0.5151,-12.7074,1.156e-13,1.016e-13,5.617e-14,0.0,71.87,1,2.7337000000000003e-13,-4.532433134809823,16.995603029841828
618,1704,b'LeftS088028',53.565114908662345,5143,b'LeftS088028',0.4579,-12.6683,1.492e-13,1.207e-13,5.655e-14,0.0,69.84,1,3.2645e-13,-4.402122294678124,18.116955501012118
619,1706,b'LeftS088046',51.85396463205932,5153,b'LeftS088046',0.4634,-12.667,2.31e-13,1.994e-13,1.091e-13,0.0,68.97,1,5.395e-13,-4.30239849279082,15.810229589393986
620,1711,b'LeftS088106',52.57374204742626,5197,b'LeftS088106',0.4859,-12.6931,1.501e-13,1.131e-13,4.615e-14,0.0,70.85,1,3.0935000000000004e-13,-4.344346264038301,20.003019831335443
621,1712,b'LeftS088112',53.313782991202345,5202,b'LeftS088112',0.4787,-12.6956,1.952e-13,1.624e-13,8.262e-14,0.001,70.52,1,4.4022e-13,-4.3874749696082915,15.884352007447507
622,1716,b'LeftS088124',52.57374204742626,5214,b'LeftS088124',0.4909,-12.6832,1.447e-13,1.117e-13,4.574e-14,0.001,70.82,1,3.0214e-13,-4.344346264038301,20.12798413366978
623,1718,b'LeftS088162',53.565114908662345,5252,b'LeftS088162',0.5766,-12.6875,1.288e-13,9.677e-14,4.01e-14,0.0,71.67,1,2.6567e-13,-4.402122294678124,20.233382055221075
624,1719,b'LeftS088209',55.39305301645338,5298,b'LeftS088209',0.4076,-12.7162,1.367e-13,1.115e-13,5.22e-14,-0.0,69.77,1,3.004e-13,-4.508652352391984,16.673869192641895
625,1720,b'LeftS088211',54.3335325762104,5300,b'LeftS088211',0.5539,-12.6667,1.144e-13,1.067e-13,6.908e-14,-0.0,70.95,1,2.9018e-13,-4.446904761941836,18.300603398759467
626,1725,b'LeftS088235',50.471960022209885,5324,b'LeftS088235',0.2965,-12.7067,2.126e-13,1.61e-13,6.623e-14,0.0,69.03,1,4.3983e-13,-4.2218569086854405,19.3045022254147
627,1733,b'LeftS088521',55.12431776834445,5514,b'LeftS088521',-0.5315,-15.7281,1.188e-13,9.183e-14,3.978e-14,-0.0,72.27,1,2.5041e-13,-4.492990781921532,18.707351949094527
628,1736,b'LeftS089018',52.818128994770476,5747,b'LeftS089018',-0.5089,-15.6805,1.975e-13,1.579e-13,7.163e-14,0.0,71.74,1,4.2703e-13,-4.358588844514155,16.653844787018105
629,1739,b'LeftS089075',54.59459459459459,5775,b'LeftS089075',-0.4977,-15.6744,1.545e-13,1.256e-13,5.92e-14,-0.0,71.65,1,3.393e-13,-4.462119145714912,16.574697365489765
630,1740,b'LeftS089101',49.59083469721767,5790,b'LeftS089101',-0.4697,-15.6563,3.172e-13,2.439e-13,1.002e-13,0.001,71.41,1,6.613e-13,-4.170505973265643,16.639532228338886
631,1744,b'LeftS089144',56.63551401869159,5821,b'LeftS089144',-0.5831,-15.8062,1.045e-13,9.121e-14,5.013e-14,0.0,71.39,1,2.4584e-13,-4.581061501099761,16.960865944633433
632,1764,b'LeftS089295',56.35461872287662,5956,b'LeftS089295',-0.4078,-15.8368,1.127e-13,9.098e-14,4.311e-14,0.0,70.7,1,2.4679e-13,-4.564691257519206,17.305390551832073
633,1765,b'LeftS089401',54.59459459459459,5998,b'LeftS089401',-0.5067,-14.4506,1.1e-13,1.021e-13,6.421e-14,-0.001,69.02,1,2.7631e-13,-4.462119145714912,18.383472768012425
634,1766,b'LeftS089554',52.331606217616574,6062,b'LeftS089554',-0.5126,-14.6016,1.853e-13,1.44e-13,6.335e-14,0.0,70.3,1,3.9265000000000005e-13,-4.330234876013577,18.017781499202204
635,1768,b'LeftS089751',57.35015772870662,6151,b'LeftS089751',-0.4696,-14.6059,8.527e-14,7.996e-14,4.984e-14,-0.0,70.24,1,2.1506999999999999e-13,-4.622710086108336,17.266669020228132
636,1769,b'LeftS089768',55.80110497237568,6156,b'LeftS089768',-0.4748,-14.6185,1.333e-13,1.137e-13,6.098e-14,0.0,70.38,1,3.0798e-13,-4.532433134809823,16.06583122338988
637,1770,b'LeftS089794',54.3335325762104,6172,b'LeftS089794',-0.5072,-14.6038,1.221e-13,1.189e-13,7.889e-14,-0.001,70.72,1,3.1988999999999996e-13,-4.446904761941836,17.336311097051734
638,1772,b'LeftS089808',52.21137277426766,6178,b'LeftS089808',-0.5063,-14.5763,1.795e-13,1.373e-13,5.738e-14,-0.0,69.1,1,3.7418000000000003e-13,-4.32322781401049,18.601622405314316
639,1773,b'LeftS089867',54.59459459459459,6216,b'LeftS089867',-0.5231,-14.559,1.403e-13,1.112e-13,4.943e-14,0.0,69.41,1,3.0093e-13,-4.462119145714912,17.615218457802552
640,1775,b'LeftS089898',54.20393559928444,6230,b'LeftS089898',-0.5166,-14.5963,1.392e-13,1.313e-13,8.136e-14,-0.001,70.2,1,3.5186000000000003e-13,-4.439352004344289,16.641468021383957
641,1776,b'LeftS089923',54.3335325762104,6243,b'LeftS089923',-0.4853,-14.5943,1.507e-13,1.197e-13,5.463e-14,0.0,69.9,1,3.2503000000000003e-13,-4.446904761941836,17.27828144102166
642,1778,b'LeftS089982',53.69167158889545,6279,b'LeftS089982',-0.4709,-14.5973,1.475e-13,1.536e-13,1.203e-13,-0.0,69.96,1,4.214e-13,-4.409497867402301,15.924120615896069
643,1779,b'LeftS090011',54.20393559928444,6296,b'LeftS090011',-0.5289,-14.5885,1.56e-13,1.348e-13,7.275e-14,0.0,69.9,1,3.6355e-13,-4.439352004344289,16.42400436286
644,1783,b'LeftS090077',53.06479859894922,6332,b'LeftS090077',-0.5272,-14.6043,1.629e-13,1.261e-13,5.641e-14,-0.0,70.37,1,3.4541e-13,-4.37296445551401,18.329905626523406
645,1795,b'LeftS090237',55.12431776834445,6459,b'LeftS090237',-0.4341,-14.7076,1.368e-13,1.108e-13,5.438e-14,-0.0,70.84,1,3.0198000000000004e-13,-4.492990781921532,17.03078745025375
646,1797,b'LeftS090254',53.188999414862494,6475,b'LeftS090254',-0.5009,-14.7688,1.736e-13,1.366e-13,6.111e-14,0.0,71.21,1,3.7131000000000006e-13,-4.380202731269057,17.465188797497525
647,1801,b'LeftS090274',53.06479859894922,6494,b'LeftS090274',-0.5845,-14.7358,2.163e-13,1.676e-13,7.611e-14,-0.0,71.0,1,4.6001e-13,-4.37296445551401,15.899401082024298
648,1812,b'LeftS090405',51.73591348890153,6606,b'LeftS090405',-0.4328,-14.4971,2.243e-13,1.718e-13,7.257e-14,-0.0,69.13,1,4.6867e-13,-4.295518612645981,17.16837196130322
649,1815,b'LeftS090446',53.818827708703374,6636,b'LeftS090446',-0.4264,-14.6762,1.04e-13,7.972e-14,3.337e-14,-0.0,70.49,1,2.1708999999999999e-13,-4.416908374751578,21.91604419832599
650,1818,b'LeftS090469',53.69167158889545,6653,b'LeftS090469',-0.5125,-14.4452,1.523e-13,1.162e-13,4.822e-14,-0.0,68.97,1,3.1672000000000004e-13,-4.409497867402301,18.308299245572627
651,1825,b'LeftS090913',50.471960022209885,6865,b'LeftS090913',-1.1863,-15.5337,3.252e-13,2.864e-13,1.597e-13,0.0,74.55,1,7.713000000000001e-13,-4.2218569086854405,14.473882372299316
652,1827,b'LeftS090976',53.565114908662345,6902,b'LeftS090976',-1.2016,-15.5008,2.132e-13,1.859e-13,9.985e-14,0.0,73.93,1,4.9895e-13,-4.402122294678124,14.598194905750281
653,1829,b'LeftS091026',51.97255574614066,6934,b'LeftS091026',-1.1933,-15.5133,2.902e-13,2.358e-13,1.163e-13,0.0,74.16,1,6.423e-13,-4.3093098417985285,14.42358368770637
654,1836,b'LeftS091261',55.52840562003666,7093,b'LeftS091261',-1.2895,-15.3979,1.139e-13,9.569e-14,4.928e-14,-0.0,72.7,1,2.5887e-13,-4.516540541062042,17.835958458863406
655,1838,b'LeftS091265',54.07495538370018,7097,b'LeftS091265',-1.2929,-15.3996,1.632e-13,1.247e-13,5.242e-14,-0.0,72.71,1,3.4032e-13,-4.4318351908638025,17.22460129212711
656,1839,b'LeftS091273',53.06479859894922,7105,b'LeftS091273',-1.3132,-15.4021,2.128e-13,1.741e-13,8.648e-14,-0.0,72.63,1,4.733799999999999e-13,-4.37296445551401,15.599776876370486
657,1848,b'LeftS091324',56.2152133580705,7155,b'LeftS091324',-1.1502,-15.4085,9.801e-14,8.529e-14,4.525e-14,-0.0,73.75,1,2.2854999999999997e-13,-4.5565668787477795,18.04128650633557
658,1849,b'LeftS091325',54.46375074895146,7156,b'LeftS091325',-1.2401,-15.5769,1.485e-13,1.327e-13,7.957e-14,0.0,73.69,1,3.6077e-13,-4.454493722092277,16.267382463743488
659,1850,b'LeftS091326',55.12431776834445,7157,b'LeftS091326',-1.2349,-15.5804,1.21e-13,9.687e-14,4.387e-14,-0.0,73.86,1,2.6174e-13,-4.492990781921532,18.21419405121095
660,1854,b'LeftS091337',54.85817742908872,7168,b'LeftS091337',-1.2541,-15.3552,1.745e-13,1.478e-13,7.44e-14,-0.001,73.06,1,3.967e-13,-4.477480439651158,15.011447203588313
661,1861,b'LeftS091406',53.43915343915343,7227,b'LeftS091406',-1.123,-15.5773,1.685e-13,1.476e-13,8.115e-14,0.0,74.58,1,3.9725e-13,-4.394781410126664,16.522133089991197
662,1863,b'LeftS091415',51.15362971299943,7235,b'LeftS091415',-1.291,-15.4009,3.092e-13,2.738e-13,1.553e-13,0.0,72.83,1,7.383e-13,-4.261583807091949,14.14136638876614
663,1866,b'LeftS091450',54.990925589836664,7265,b'LeftS091450',-1.3162,-15.4361,1.535e-13,1.217e-13,5.499e-14,-0.0,72.67,1,3.3019e-13,-4.485216844492006,16.396316336782608
664,1870,b'LeftS091829',56.919223544145275,7455,b'LeftS091829',-0.2154,-12.3328,9.572e-14,8.809e-14,5.28e-14,0.0,70.92,1,2.3661e-13,-4.597595754634788,16.93319141360637
665,1871,b'LeftS091966',54.46375074895146,7515,b'LeftS091966',-0.1186,-12.2945,1.077e-13,1.085e-13,7.677e-14,0.0,72.87,1,2.9297e-13,-4.454493722092277,17.9902943792169
666,1873,b'LeftS092031',51.85396463205932,7548,b'LeftS092031',-0.1451,-12.3171,1.903e-13,1.48e-13,6.358e-14,-0.001,71.23,1,4.0188e-13,-4.30239849279082,18.35142934231189
667,1887,b'LeftS092110',54.07495538370018,7614,b'LeftS092110',-0.2225,-12.2571,1.445e-13,1.308e-13,7.643e-14,-0.0,71.6,1,3.5173e-13,-4.4318351908638025,16.818162042315638
668,1891,b'LeftS092153',55.25835866261397,7655,b'LeftS092153',-0.1721,-12.3246,1.071e-13,1.022e-13,6.807e-14,-0.001,70.75,1,2.7737e-13,-4.500802525733693,17.574107928988827
669,1898,b'LeftS106924',52.57374204742626,7777,b'LeftS106924',33.4455,-0.8152,5.156e-08,4.487e-08,2.372e-08,0.027,2.06,1,1.2015e-07,-4.344346264038301,0.0317576847458016
670,1899,b'LeftS107157',51.85396463205932,7795,b'LeftS107157',40.4876,-9.1915,1.538e-07,1.232e-07,5.554e-08,0.055,2.82,1,3.3253999999999993e-07,-4.30239849279082,0.02011385892273137
671,1904,b'RightS007306',54.20393559928444,1,b'RightS007306',7.6171,2.6539,4.411e-14,4.504e-14,3.325e-14,0.001,147.76,1,1.2240000000000001e-13,-4.439352004344289,28.41350478322783
672,1905,b'RightS007326',56.2152133580705,13,b'RightS007326',7.594,2.675,3.831e-14,3.865e-14,2.78e-14,0.0,148.33,1,1.0476e-13,-4.5565668787477795,26.800433046532504
673,1908,b'RightS007472',50.81050866405813,89,b'RightS007472',7.5912,2.6608,8.643e-14,6.688e-14,2.994e-14,-0.0,148.88,1,1.8325e-13,-4.241587120666537,29.27913940466056
674,1909,b'RightS007510',52.94117647058823,104,b'RightS007510',7.6127,2.6382,7.427e-14,6.222e-14,3.023e-14,-0.0,147.75,1,1.6672000000000002e-13,-4.3657599049808855,26.31207171218179
675,1913,b'RightS007696',54.20393559928444,185,b'RightS007696',7.5402,2.8596,4.576e-14,3.46e-14,1.442e-14,-0.0,148.17,1,9.478e-14,-4.439352004344289,32.41797988376789
676,1914,b'RightS007744',51.15362971299943,200,b'RightS007744',7.6409,2.7302,9.165e-14,6.985e-14,2.843e-14,-0.001,147.48,1,1.8993000000000003e-13,-4.261583807091949,27.99786345945469
677,1915,b'RightS007758',53.43915343915343,205,b'RightS007758',7.5896,2.6928,7.649e-14,6.553e-14,3.558e-14,0.0,148.16,1,1.7759999999999997e-13,-4.394781410126664,24.79643297033956
678,1916,b'RightS008063',53.818827708703374,300,b'RightS008063',7.4408,2.8779,5.791e-14,5.39e-14,3.337e-14,-0.0,148.54,1,1.4518e-13,-4.416908374751578,26.653327153488675
679,1917,b'RightS008082',53.69167158889545,306,b'RightS008082',7.7289,2.6212,5.672e-14,4.651e-14,2.217e-14,-0.0,147.73,1,1.254e-13,-4.409497867402301,28.9386252992196
680,1918,b'RightS008096',52.818128994770476,312,b'RightS008096',7.5889,2.8732,6.726e-14,6.019e-14,3.456e-14,-0.0,147.53,1,1.6200999999999998e-13,-4.358588844514155,26.973879066778885
681,1919,b'RightS008179',55.39305301645338,335,b'RightS008179',7.5388,2.5423,4.12e-14,3.142e-14,1.31e-14,0.001,147.6,1,8.572e-14,-4.508652352391984,31.41020229530381
682,1920,b'RightS008413',52.09169054441261,399,b'RightS008413',7.6565,2.7184,8.175e-14,6.568e-14,3.069e-14,-0.0,147.72,1,1.7812e-13,-4.316252876073895,27.111714961551133
683,1922,b'RightS008543',51.97255574614066,441,b'RightS008543',7.6567,2.7085,8.895e-14,7.312e-14,3.524e-14,0.0,149.08,1,1.9731e-13,-4.3093098417985285,25.901623586840245
684,1923,b'RightS008670',51.618398637137986,485,b'RightS008670',7.6806,2.6744,9.052e-14,7.673e-14,3.897e-14,0.0,147.36,1,2.0622e-13,-4.288669986925422,25.893002152745794
685,1924,b'RightS008767',55.52840562003666,518,b'RightS008767',7.6583,2.7439,4.959e-14,4.338e-14,2.361e-14,-0.0,148.3,1,1.1658e-13,-4.516540541062042,26.490182824372607
686,1925,b'RightS008957',53.69167158889545,558,b'RightS008957',5.6316,2.3291,6.498e-14,5.386e-14,2.554e-14,0.0,147.91,1,1.4438e-13,-4.409497867402301,26.891677342035926
687,1926,b'RightS009024',51.15362971299943,577,b'RightS009024',5.6555,2.3809,7.533e-14,5.596e-14,2.316e-14,-0.0,145.86,1,1.5445000000000001e-13,-4.261583807091949,31.280180001906295
688,1927,b'RightS009360',51.97255574614066,674,b'RightS009360',5.6312,2.3287,9.588e-14,7.509e-14,3.434e-14,0.0,147.36,1,2.0531e-13,-4.3093098417985285,25.559598468310014
689,1929,b'RightS009375',54.59459459459459,683,b'RightS009375',5.6287,2.3124,5.616e-14,4.448e-14,1.961e-14,0.0,148.64,1,1.2025e-13,-4.462119145714912,27.85210590404735
690,1930,b'RightS009416',51.15362971299943,705,b'RightS009416',5.6252,2.3396,1.055e-13,8.063e-14,3.425e-14,0.001,146.31,1,2.2038000000000002e-13,-4.261583807091949,26.059121246876828
691,1932,b'RightS009490',52.331606217616574,745,b'RightS009490',5.6213,2.3229,8.732e-14,6.989e-14,3.128e-14,0.001,147.8,1,1.8849e-13,-4.330234876013577,25.862770246979768
