,Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
51,FrontDG0423,-29.834,-28.65,1.464e-17,1.227e-17,5.333e-18,49.3897,-1261.05
52,FrontDG0424,-29.5881,-29.6527,1.722e-17,1.398e-17,6.152e-18,50.8399,-1261.3
53,FrontDG0425,-29.87,-29.3997,1.17e-17,9.962e-18,4.272e-18,112.1817,-1261.27
54,FrontDG0426,-29.7065,-29.745,1.689e-17,1.356e-17,5.698e-18,53.7111,-1261.44
55,FrontDG0427,-30.2186,-28.8875,1.538e-17,1.415e-17,6.604e-18,63.6175,-1261.27
56,FrontDG0428,-29.9105,-29.917,1.661e-17,1.137e-17,5.408e-18,55.0233,-1261.55
57,FrontDG0429,-29.7365,-29.1083,1.202e-17,9.212e-18,4.245e-18,91.1452,-1261.35
58,FrontDG0430,-29.8756,-29.2059,1.219e-17,9.073e-18,4.133e-18,126.9507,-1261.24
59,FrontDG0431,-30.3956,-29.0795,2.243e-17,1.939e-17,7.286e-18,51.394,-1261.08
60,FrontDG0432,-29.3319,-28.8678,1.738e-17,1.393e-17,6.352e-18,61.4214,-1261.33
61,FrontDG0433,-29.9965,-30.0051,1.588e-17,1.321e-17,5.318e-18,52.2749,-1261.5
62,FrontDG0434,-30.4409,-29.5488,1.628e-17,1.315e-17,5.723e-18,47.3223,-1261.38
63,FrontDG0435,-29.7742,-29.6409,1.752e-17,1.487e-17,6.414e-18,69.9929,-1261.24
64,FrontDG0436,-29.6221,-29.3912,1.905e-17,1.435e-17,6.862e-18,69.5445,-1261.62
65,FrontDG0437,-29.8901,-29.7661,1.768e-17,1.429e-17,6.385e-18,61.1282,-1261.35
66,FrontDG0438,-30.2305,-29.1059,1.553e-17,1.541e-17,6.335e-18,42.5635,-1261.25
67,FrontDG0439,-29.7556,-29.6273,1.641e-17,1.377e-17,6.71e-18,61.2314,-1261.3
68,FrontDG0440,-30.2306,-29.1724,1.129e-17,9.802e-18,3.794e-18,93.7354,-1261.34
69,FrontDG0441,-30.1835,-29.8814,1.819e-17,1.448e-17,7.28e-18,55.2394,-1261.54
70,FrontDG0442,-29.3496,-29.474,1.613e-17,1.26e-17,5.916e-18,62.1842,-1261.55
71,FrontDG0443,-29.7546,-29.1043,1.647e-17,1.343e-17,6.044e-18,62.9748,-1261.66
72,FrontDG0444,-30.4809,-29.3367,1.753e-17,1.452e-17,6.485e-18,67.4244,-1260.96
73,FrontDG0476,2.3472,-11.1667,1.121e-17,9.066e-18,4.839e-18,52.6032,-1595.07
74,FrontDG0477,2.3713,-11.1844,1.105e-17,8.59e-18,3.874e-18,50.3554,-1594.83
75,FrontDG0478,-4.9766,6.8918,1.704e-17,1.369e-17,5.466e-18,45.773,-1501.08
76,FrontDG0479,-4.9734,6.9671,8.25e-18,7.154e-18,2.983e-18,49.3554,-1501.01
77,FrontDG0520,-19.7317,26.3678,2.922e-17,2.474e-17,8.21e-18,167.6285,-1625.31
78,FrontDG0521,-19.8627,26.3918,7.725e-18,5.651e-18,2.93e-18,53.2166,-1625.2
79,FrontDG0522,-19.8018,26.2507,1.011e-17,8.45e-18,3.934e-18,37.6627,-1625.06
80,FrontDG0523,-19.5272,26.3295,1.029e-17,8.45e-18,3.808e-18,40.4369,-1625.31
81,FrontDG0524,-19.5598,26.4385,9.278e-18,8.519e-18,3.796e-18,44.6493,-1625.15
82,FrontDG0525,-19.6174,26.1321,9.332e-18,7.977e-18,3.854e-18,38.1662,-1625.39
83,FrontDG0526,-19.8465,26.5372,9.963e-18,8.023e-18,3.499e-18,39.2621,-1625.46
84,FrontDG0527,-19.6284,26.2364,1.18e-17,8.21e-18,3.998e-18,49.3131,-1625.22
85,FrontDG0528,-19.7806,26.2784,1.015e-17,8.594e-18,4.653e-18,50.4235,-1624.99
86,FrontDG0529,-19.6122,26.1833,1.084e-17,9.108e-18,4.359e-18,48.0301,-1625.34
87,FrontDG0530,-25.1873,33.7306,1.139e-17,9.173e-18,4.06e-18,110.0636,-1220.45
88,FrontDG0531,-25.2196,33.5068,1.511e-17,1.283e-17,6.078e-18,53.7415,-1221.0
89,FrontDG0532,-25.356,33.9357,2.314e-17,2.161e-17,7.671e-18,63.65,-1220.78
90,FrontDG0533,-25.2077,33.7693,1.632e-17,1.265e-17,6.392e-18,58.2514,-1220.61
91,FrontDG0534,-25.3933,33.8878,1.531e-17,1.361e-17,6.3e-18,50.1363,-1220.63
92,FrontDG0535,-25.0605,33.7825,1.806e-17,1.2e-17,6.102e-18,49.495,-1220.76
93,FrontDG0536,-25.1931,33.6788,1.699e-17,1.265e-17,6.067e-18,54.3439,-1220.64
94,FrontDG0537,5.8215,12.3901,3.644e-17,2.655e-17,9.329e-18,93.0593,-1425.97
95,FrontDG0538,5.7275,12.259,1.12e-17,9.941e-18,4.385e-18,43.7577,-1425.69
96,FrontDG0539,5.6735,12.5073,1.319e-17,1.112e-17,4.846e-18,59.5324,-1425.93
97,FrontDG0540,5.7993,12.492,1.183e-17,9.667e-18,4.241e-18,49.2572,-1425.7
98,FrontDG0541,5.7181,12.2566,1.255e-17,9.657e-18,4.62e-18,35.8227,-1426.04
99,FrontDG0542,5.863,12.4718,1.216e-17,9.903e-18,4.316e-18,49.7668,-1426.05
100,FrontDG0543,5.7967,12.2361,1.203e-17,1.035e-17,4.754e-18,56.1535,-1426.2
101,FrontDG0544,6.006,12.4427,1.314e-17,1.029e-17,4.528e-18,43.508,-1426.16
102,FrontDG0545,6.0071,12.5269,1.628e-17,1.383e-17,5.762e-18,47.2281,-1425.57
103,FrontDG0546,5.8712,12.2761,1.347e-17,1.085e-17,5.065e-18,47.2206,-1425.71
104,FrontDG0547,5.6469,12.3197,1.126e-17,1.012e-17,4.485e-18,45.5548,-1426.35
105,FrontDG0548,5.8333,12.1741,1.713e-17,1.487e-17,5.533e-18,52.3373,-1425.84
106,FrontDG0549,5.7102,12.3357,1.172e-17,9.832e-18,4.746e-18,59.5612,-1426.16
107,FrontDG0708,41.7132,5.5593,1.67e-17,1.321e-17,5.813e-18,147.371,-991.6
108,FrontDG0709,41.7989,5.6942,2.32e-17,2.021e-17,8.945e-18,52.0935,-992.0
109,FrontDG0710,41.7512,5.3589,2.402e-17,2.016e-17,8.849e-18,82.0566,-991.81
110,FrontDG0711,41.6415,5.6557,2.153e-17,1.932e-17,8.732e-18,65.662,-991.85
111,FrontDG0712,41.5317,5.6702,2.13e-17,2.022e-17,9.009e-18,78.4836,-991.69
112,FrontDG0713,41.3921,5.5314,2.671e-17,2.038e-17,8.75e-18,74.4108,-991.82
113,FrontDG0714,41.633,5.4932,2.776e-17,2.064e-17,1.014e-17,67.0197,-991.86
114,FrontDG0743,-31.7508,-18.2117,1.376e-17,1.053e-17,4.822e-18,46.1412,-1252.49
115,FrontDG0744,-31.7083,-18.2551,1.94e-17,1.344e-17,6.661e-18,55.2886,-1252.48
116,FrontDG0745,-31.7226,-18.1558,1.95e-17,1.597e-17,7.115e-18,69.0689,-1252.36
117,FrontDG0748,-13.1851,1.466,3.472e-17,2.788e-17,1.004e-17,110.8627,-1450.33
118,FrontDG0749,-13.2746,1.2771,1.889e-17,1.578e-17,6.515e-18,48.1217,-1450.71
119,FrontDG0750,-13.393,1.5519,1.395e-17,1.109e-17,5.335e-18,58.0064,-1450.15
120,FrontDG0751,-13.1662,1.6005,9.65e-18,7.159e-18,3.387e-18,58.349,-1450.18
121,FrontDG0752,-13.0931,1.2652,1.219e-17,1.04e-17,4.524e-18,43.1328,-1450.32
122,FrontDG0753,-13.0681,1.4259,1.279e-17,1.059e-17,4.672e-18,51.586,-1450.52
123,FrontDG0754,-13.1775,1.4356,9.199e-18,8.756e-18,4.286e-18,88.6325,-1450.17
124,FrontDG0755,-13.1357,1.576,1.242e-17,1.062e-17,4.904e-18,69.0399,-1450.63
125,FrontDG0756,-13.2957,1.5735,1.244e-17,1.156e-17,4.367e-18,47.9479,-1450.57
126,FrontDG0757,-12.9847,1.3652,1.209e-17,1.032e-17,4.693e-18,46.5307,-1450.23
127,FrontDG0758,-12.9873,1.4879,1.229e-17,1.218e-17,5.317e-18,57.6576,-1450.38
128,FrontDG0759,-13.2307,1.6636,1.409e-17,1.159e-17,5.593e-18,56.6448,-1450.2
129,FrontDG0760,-13.1971,1.4151,1.368e-17,1.147e-17,5.655e-18,50.9941,-1450.39
130,FrontDG0814,14.3023,-22.2062,7.595e-18,5.714e-18,3.181e-18,101.6148,-1558.02
131,FrontDG0815,14.3612,-22.1064,1.057e-17,9.947e-18,4.296e-18,44.1687,-1557.81
132,FrontDG0816,14.4061,-22.2091,1.267e-17,1.022e-17,4.68e-18,49.465,-1557.65
133,FrontDG0817,14.1733,-22.1009,1.577e-17,1.328e-17,5.776e-18,44.6322,-1557.67
134,FrontDG0818,14.3136,-22.133,1.176e-17,9.939e-18,4.326e-18,53.7445,-1557.65
135,FrontDG0819,14.3928,-22.3401,1.087e-17,8.388e-18,4.265e-18,44.7948,-1557.44
136,FrontDG0820,14.2923,-22.1892,1.223e-17,1.024e-17,4.683e-18,50.1355,-1557.59
137,FrontDG0821,0.8221,-7.937,5.675e-17,4.258e-17,1.377e-17,107.3784,-1173.99
138,FrontDG0822,0.8254,-8.0513,2.153e-17,1.54e-17,7.248e-18,57.0587,-1173.93
139,FrontDG0823,0.9728,-8.0073,1.816e-17,1.515e-17,6.499e-18,66.0666,-1174.06
140,FrontDG0824,0.744,-8.0403,2.837e-17,2.119e-17,9.001e-18,62.0221,-1174.56
141,FrontDG0825,1.0036,-8.0042,1.54e-17,1.159e-17,5.185e-18,73.1013,-1174.5
142,FrontDG0826,0.6968,-7.9506,1.925e-17,1.751e-17,7.605e-18,87.3983,-1174.14
143,FrontDG0827,0.9013,-7.8473,1.692e-17,1.506e-17,7.175e-18,49.1018,-1174.24
144,FrontDG0828,0.9684,-7.917,1.942e-17,1.507e-17,7.605e-18,60.8455,-1174.02
145,FrontDG0829,0.7977,-8.1292,2.017e-17,1.622e-17,7.117e-18,59.3929,-1174.01
146,FrontDG0830,0.7358,-7.7672,1.787e-17,1.486e-17,7.105e-18,52.3043,-1174.22
147,FrontDG0831,0.7285,-7.8707,1.509e-17,1.32e-17,5.764e-18,107.6717,-1174.21
148,FrontDG0840,4.6736,-26.8857,1.057e-17,8.151e-18,3.806e-18,100.4013,-1362.95
149,FrontDG0841,4.7335,-26.8786,1.653e-17,1.298e-17,5.607e-18,58.8289,-1363.1
150,FrontDG0842,4.6247,-27.0385,1.412e-17,1.111e-17,5.585e-18,47.7478,-1362.83
151,FrontDG0843,4.551,-26.7012,1.368e-17,1.145e-17,4.767e-18,40.5645,-1363.0
152,FrontDG0844,4.5747,-26.7545,9.035e-18,7.921e-18,3.664e-18,69.2333,-1363.12
153,FrontDG0845,4.657,-26.7473,9.905e-18,8.299e-18,3.663e-18,65.809,-1362.94
154,FrontDG0846,4.7772,-26.7063,1.377e-17,1.115e-17,5.048e-18,49.1292,-1362.82
155,FrontDG0847,4.8181,-26.9397,1.378e-17,1.214e-17,5.273e-18,51.382,-1363.23
156,FrontDG0977,-37.9668,40.0598,2.594e-17,1.785e-17,6.779e-18,134.8024,-1701.71
157,FrontDG0978,-37.7533,40.0399,6.964e-18,5.939e-18,2.569e-18,82.4658,-1701.56
158,FrontDG0979,-37.944,40.3159,8.741e-18,7.177e-18,3.34e-18,39.9794,-1701.62
159,FrontDG0980,-37.5804,39.8467,6.048e-18,5.141e-18,2.401e-18,35.6785,-1701.86
160,FrontDG0981,-38.1629,40.0027,9.098e-18,7.218e-18,3.245e-18,30.9213,-1701.7
161,FrontDG0982,-38.0513,39.9386,8.93e-18,7.906e-18,3.351e-18,32.4783,-1701.35
162,FrontDG0983,-38.0821,40.2632,5.819e-18,4.979e-18,2.256e-18,43.3993,-1701.37
163,FrontDG0984,-37.9479,39.7538,5.917e-18,5.17e-18,2.338e-18,49.6102,-1701.81
164,FrontDG0985,-38.0466,40.1919,8.691e-18,7.018e-18,3.521e-18,38.654,-1701.69
165,FrontDG0986,-37.7582,39.8128,1.312e-17,9.631e-18,4.347e-18,41.273,-1701.47
166,FrontDG0987,-37.6492,39.8675,7.864e-18,6.408e-18,3.206e-18,38.9849,-1701.95
167,FrontDG0988,-38.0196,39.9332,9.546e-18,7.581e-18,3.924e-18,42.212,-1701.8
168,FrontDG0989,-38.3878,40.2662,8.627e-18,6.708e-18,3.104e-18,37.413,-1702.07
169,FrontDG0990,-38.3207,40.1777,9.329e-18,8.084e-18,3.79e-18,44.9069,-1701.98
170,FrontDG0991,-37.8834,39.7753,8.598e-18,8.033e-18,3.855e-18,45.1276,-1701.87
171,FrontDG1018,22.7652,26.3986,1.619e-17,1.306e-17,6.055e-18,73.8867,-1054.29
172,FrontDG1019,22.7014,26.3196,1.678e-17,1.418e-17,5.944e-18,122.7746,-1054.24
173,FrontDG1020,22.7535,26.3136,2.352e-17,2.022e-17,9.081e-18,76.1062,-1054.41
174,FrontDG1021,4.664,-6.2336,9.296e-18,7.643e-18,3.338e-18,59.2182,-1388.95
175,FrontDG1125,-30.4055,-12.3393,1.51e-17,1.272e-17,5.983e-18,141.3439,-1052.43
176,FrontDG1126,-30.3798,-12.5318,1.578e-17,1.274e-17,5.451e-18,81.9477,-1052.94
177,FrontDG1127,-30.4696,-12.5256,2.349e-17,1.903e-17,8.799e-18,68.3725,-1052.96
178,FrontDG1128,-30.585,-12.3743,2.182e-17,1.765e-17,7.563e-18,59.6904,-1052.7
179,FrontDG1129,-30.4827,-12.2899,2.195e-17,1.598e-17,7.978e-18,72.1878,-1052.8
180,FrontDG1130,-30.185,-12.4316,1.952e-17,1.823e-17,7.845e-18,71.5243,-1052.55
181,FrontDG1131,-30.4024,-12.5364,2.236e-17,1.798e-17,7.974e-18,61.2643,-1052.72
182,FrontDG1132,-30.3396,-12.2582,2.168e-17,1.785e-17,8.047e-18,67.3149,-1052.96
183,FrontDG1133,13.7825,-19.8527,3.143e-17,2.803e-17,8.72e-18,140.8969,-1589.19
184,FrontDG1134,13.839,-19.6649,1.029e-17,9.007e-18,4.008e-18,47.6799,-1589.36
185,FrontDG1135,13.5932,-19.8564,1.411e-17,1.035e-17,4.997e-18,51.218,-1589.45
186,FrontDG1136,13.7112,-20.0658,9.773e-18,9.182e-18,4.369e-18,47.5111,-1589.48
187,FrontDG1137,13.6329,-19.7182,1.052e-17,9.099e-18,4.461e-18,41.2076,-1589.46
188,FrontDG1138,13.9567,-19.903,1.171e-17,1.035e-17,4.177e-18,53.3191,-1589.31
189,FrontDG1139,13.5896,-19.7699,1.116e-17,9.526e-18,4.199e-18,47.6717,-1589.71
190,FrontDG1140,14.0098,-19.7904,1.643e-17,1.328e-17,5.101e-18,46.6677,-1589.47
191,FrontDG1141,13.7171,-19.7087,1.296e-17,1.062e-17,4.254e-18,66.6767,-1589.35
192,FrontDG1142,13.6917,-19.6842,1.163e-17,1.106e-17,4.605e-18,51.1138,-1589.56
193,FrontDG1143,13.7375,-19.8348,7.451e-18,5.621e-18,3.045e-18,94.6334,-1589.52
194,FrontDG1144,5.0853,-24.3248,8.607e-18,6.897e-18,3.186e-18,75.311,-1414.32
195,FrontDG1145,5.0604,-24.2215,1.377e-17,1.058e-17,5.043e-18,54.0491,-1414.14
196,FrontDG1146,5.1774,-24.3646,1.306e-17,1.115e-17,5.361e-18,49.6077,-1414.58
197,FrontDG1147,5.0579,-24.4356,1.401e-17,1.108e-17,5.172e-18,58.7608,-1414.54
198,FrontDG1148,4.9792,-24.352,1.199e-17,1.026e-17,4.588e-18,42.3087,-1414.22
199,FrontDG1149,44.2398,30.0772,9.992e-18,8.65e-18,3.571e-18,64.3755,-1322.42
200,FrontDG1342,-18.7503,-12.533,1.934e-17,1.572e-17,7.126e-18,173.5488,-890.43
201,FrontDG1343,-18.8977,-12.4552,2.866e-17,2.298e-17,1.003e-17,70.3407,-890.32
202,FrontDG1344,-18.5444,-12.674,4.166e-17,3.019e-17,1.337e-17,67.6656,-890.33
203,FrontDG1345,-18.5765,-12.3933,3.068e-17,2.545e-17,1.189e-17,91.9069,-890.19
204,FrontDG1346,-18.9183,-12.4953,2.98e-17,2.185e-17,1.004e-17,73.005,-890.32
205,FrontDG1347,-19.0047,-12.501,2.731e-17,2.315e-17,1.078e-17,68.9548,-890.35
206,FrontDG1348,-18.9457,-12.5493,4.2e-17,3.705e-17,1.335e-17,81.9782,-890.31
207,FrontDG1349,34.8125,-5.9598,3.886e-17,3.34e-17,1.087e-17,139.9061,-1399.47
208,FrontDG1350,34.6473,-6.2675,1.547e-17,1.225e-17,5.268e-18,47.4931,-1399.24
209,FrontDG1351,34.5365,-5.87,1.853e-17,1.597e-17,6.63e-18,53.8958,-1399.74
210,FrontDG1352,34.8807,-5.661,1.007e-17,8.295e-18,4.03e-18,82.0272,-1399.45
211,FrontDG1353,34.649,-6.313,1.436e-17,1.181e-17,4.827e-18,50.4296,-1399.67
212,FrontDG1354,34.6353,-5.5225,1.518e-17,1.221e-17,5.6e-18,67.0848,-1399.61
213,FrontDG1355,34.6267,-6.0636,1.577e-17,1.124e-17,5.71e-18,59.5859,-1399.95
214,FrontDG1356,34.1611,-5.8718,1.482e-17,1.286e-17,6.229e-18,49.6154,-1399.7
215,FrontDG1357,34.3959,-6.0318,9.979e-18,8.192e-18,3.816e-18,82.1645,-1399.43
216,FrontDG1358,34.7076,-6.3361,9.325e-18,7.757e-18,3.622e-18,60.3043,-1399.89
217,FrontDG1359,34.5307,-6.0741,1.503e-17,1.301e-17,5.774e-18,51.1286,-1400.0
218,FrontDG1360,34.6836,-6.2833,1.5e-17,1.272e-17,6.113e-18,51.4606,-1399.67
219,FrontDG1361,34.5123,-6.1013,1.15e-17,9.622e-18,4.226e-18,98.0852,-1399.35
220,FrontDG1362,34.9911,-5.8677,1.537e-17,1.278e-17,6.07e-18,62.6233,-1399.5
221,FrontDG1363,34.9583,-6.1568,1.352e-17,1.099e-17,4.994e-18,45.9168,-1399.42
222,FrontDG1364,35.2694,-5.9707,1.635e-17,1.156e-17,5.332e-18,59.9578,-1399.67
223,FrontDG1365,34.7458,-6.1768,1.446e-17,1.125e-17,4.832e-18,56.6406,-1399.67
224,FrontDG1366,34.5228,-5.6633,9.961e-18,7.685e-18,3.805e-18,46.9077,-1399.64
225,FrontDG1367,35.2662,-5.7532,1.424e-17,1.146e-17,5.319e-18,45.8933,-1399.62
226,FrontDG1368,34.6714,-5.8638,1.482e-17,1.136e-17,5.763e-18,62.7707,-1399.9
227,FrontDG1369,35.0655,-5.6377,1.501e-17,9.862e-18,5.355e-18,47.283,-1399.62
228,FrontDG1370,34.8719,-5.9292,9.506e-18,8.564e-18,4.065e-18,131.7234,-1399.28
229,FrontDG1371,35.1971,-6.3984,1.608e-17,1.35e-17,6.264e-18,49.4465,-1399.76
230,FrontDG1372,34.257,-5.6653,1.328e-17,1.075e-17,5.718e-18,53.9205,-1399.26
231,FrontDG1373,33.5128,10.9306,2.731e-17,1.928e-17,9.694e-18,76.044,-1018.13
232,FrontDG1374,33.3931,11.0124,3.223e-17,2.708e-17,1.208e-17,70.2678,-1018.14
233,FrontDG1375,33.5281,10.9817,2.398e-17,1.853e-17,8.507e-18,69.8192,-1018.31
234,FrontDG1376,33.5599,11.0001,2.185e-17,2.113e-17,7.699e-18,64.0001,-1018.06
235,FrontDG1397,35.9277,6.6992,7.392e-18,6.26e-18,2.838e-18,49.0863,-1655.92
0,LeftDG0168,-30.8473,10.6417,6.467e-18,5.824e-18,2.639e-18,91.1796,-1600.83
1,LeftDG0169,-30.8057,10.5355,1.082e-17,8.922e-18,3.811e-18,41.5873,-1600.49
2,LeftDG0170,-30.7041,10.6026,1.042e-17,8.566e-18,3.685e-18,40.5087,-1600.63
3,LeftDG0171,-30.8068,10.7549,9.69e-18,7.755e-18,3.808e-18,41.9535,-1600.52
4,LeftDG0172,-30.7105,10.5521,9.999e-18,8.512e-18,3.966e-18,36.0098,-1600.71
5,LeftDG0173,-30.7637,10.5743,1.408e-17,1.334e-17,4.875e-18,48.0013,-1600.68
6,LeftDG0174,-30.7354,10.6334,9.963e-18,8.443e-18,3.836e-18,41.948,-1600.74
7,LeftDG0213,23.1771,41.8177,9.958e-18,8.719e-18,3.908e-18,67.7471,-1357.44
8,LeftDG0214,23.2298,41.8619,1.549e-17,1.132e-17,4.902e-18,49.6608,-1357.39
9,LeftDG0215,23.2374,41.8172,1.139e-17,9.649e-18,3.531e-18,80.6776,-1357.48
10,LeftDG0216,-4.5155,34.9602,5.241e-17,3.942e-17,1.363e-17,172.694,-1121.96
11,LeftDG0217,-4.5084,35.1125,1.317e-17,1.169e-17,4.908e-18,72.4354,-1121.54
12,LeftDG0218,-4.7435,35.1696,2.076e-17,1.615e-17,7.628e-18,66.9114,-1122.13
13,LeftDG0219,-4.7936,35.0148,1.987e-17,1.615e-17,6.485e-18,49.5959,-1121.83
14,LeftDG0220,-4.6544,35.0663,1.824e-17,1.605e-17,6.866e-18,75.7907,-1121.91
15,LeftDG0221,-4.5439,34.893,2.807e-17,2e-17,8.255e-18,50.9015,-1121.63
16,LeftDG0222,-4.2309,35.1139,1.915e-17,1.75e-17,6.894e-18,75.4179,-1121.8
17,LeftDG0223,-4.5286,34.6727,1.858e-17,1.463e-17,6.652e-18,59.8504,-1121.69
18,LeftDG0224,-4.1956,35.0133,1.848e-17,1.586e-17,6.849e-18,65.0903,-1122.23
19,LeftDG0225,-4.7081,35.2345,1.85e-17,1.607e-17,6.945e-18,51.6822,-1121.9
20,LeftDG0226,-4.9214,35.1113,1.806e-17,1.571e-17,7.161e-18,57.6827,-1121.82
21,LeftDG0227,-4.2615,35.0819,1.74e-17,1.493e-17,6.628e-18,56.5258,-1121.85
22,LeftDG0228,-4.3833,34.9943,1.722e-17,1.578e-17,6.131e-18,54.5243,-1122.15
23,LeftDG0311,16.9614,-34.3821,9.405e-18,7.761e-18,3.402e-18,63.2562,-1384.95
24,LeftDG0312,-28.7509,39.8361,6.539e-18,5.527e-18,2.52e-18,115.5185,-1691.29
25,LeftDG0313,-28.8622,39.6573,9.998e-18,8.111e-18,3.986e-18,48.6493,-1691.06
26,LeftDG0314,-28.6808,39.7844,9.231e-18,9.019e-18,4.186e-18,46.0348,-1690.92
27,LeftDG0315,-28.8251,39.8147,1.101e-17,9.185e-18,4.284e-18,51.0838,-1691.09
28,LeftDG0316,-28.7709,39.9723,9.589e-18,7.686e-18,3.711e-18,43.0146,-1691.18
29,LeftDG0317,-28.8359,39.8102,9.564e-18,7.921e-18,3.462e-18,38.8745,-1691.34
30,LeftDG0318,-28.6892,40.0378,1.083e-17,8.19e-18,3.472e-18,36.312,-1691.44
31,LeftDG0319,-28.8303,40.0029,9.443e-18,8.72e-18,3.847e-18,37.2492,-1690.76
32,LeftDG0320,-28.5861,39.7401,1.014e-17,8.5e-18,3.638e-18,45.8834,-1691.31
33,LeftDG0411,34.0254,-18.6577,3.554e-17,2.94e-17,9.424e-18,141.8677,-1402.95
34,LeftDG0412,34.1471,-18.8094,9.059e-18,7.049e-18,3.653e-18,60.1029,-1403.33
35,LeftDG0413,34.0366,-18.752,1.234e-17,1.049e-17,4.924e-18,47.0304,-1403.45
36,LeftDG0414,34.2641,-18.7835,1.289e-17,1.036e-17,5.427e-18,65.0303,-1403.28
37,LeftDG0415,33.9289,-18.7003,1.467e-17,1.097e-17,4.953e-18,65.6366,-1403.29
38,LeftDG0416,33.8472,-18.8509,1.833e-17,1.428e-17,5.751e-18,52.419,-1403.26
39,LeftDG0417,34.1978,-18.6135,1.232e-17,1.049e-17,4.601e-18,46.1335,-1403.47
40,LeftDG0418,34.0207,-18.4769,1.287e-17,1.179e-17,5.067e-18,56.7043,-1403.41
41,LeftDG0419,34.2429,-18.8157,9.23e-18,8.334e-18,3.391e-18,58.2286,-1403.62
42,LeftDG0420,33.8015,-18.8128,1.267e-17,1.061e-17,4.303e-18,49.1652,-1403.18
43,LeftDG0469,-4.0309,41.2889,1.086e-17,9.351e-18,3.91e-18,56.6842,-1247.3
44,LeftDG0587,13.9656,-24.3229,3.142e-17,2.492e-17,1.102e-17,111.7125,-713.88
45,LeftDG0588,-8.8813,43.6495,1.127e-17,9.058e-18,4.711e-18,54.0025,-1565.38
46,LeftDG0589,-8.9007,43.7155,1.165e-17,9.536e-18,4.298e-18,43.8255,-1565.23
47,LeftDG0594,-4.4224,-20.0923,8.475e-18,6.238e-18,2.892e-18,93.6029,-1544.19
48,LeftDG0595,-4.4212,-20.1899,1.172e-17,9.368e-18,4.559e-18,48.95,-1544.14
49,LeftDG0596,-4.4931,-20.1275,1.584e-17,1.247e-17,4.866e-18,49.1393,-1544.18
50,LeftDG0597,-4.5408,-20.1597,9.188e-18,8.878e-18,3.964e-18,45.7632,-1544.06
51,LeftDG0598,-4.3157,-20.1534,9.994e-18,7.975e-18,4.162e-18,45.689,-1543.99
52,LeftDG0599,-4.3044,-20.0676,1.1e-17,8.805e-18,4.141e-18,40.7621,-1544.41
53,LeftDG0600,-4.4027,-20.1699,1.566e-17,1.242e-17,5.587e-18,49.4025,-1544.49
54,LeftDG0601,-4.329,-20.1599,1.163e-17,1.015e-17,4.838e-18,47.9066,-1544.27
55,LeftDG0725,37.9219,-15.0927,9.216e-18,8.083e-18,3.417e-18,211.9493,-1323.52
56,LeftDG0726,37.76,-14.8541,2.137e-17,1.645e-17,7.347e-18,57.1842,-1323.81
57,LeftDG0727,38.1759,-15.0385,1.383e-17,1.164e-17,5.542e-18,51.2481,-1323.84
58,LeftDG0728,38.0526,-15.0283,1.471e-17,1.215e-17,5.684e-18,51.2313,-1324.09
59,LeftDG0729,37.6705,-15.1405,1.516e-17,1.268e-17,5.625e-18,59.5664,-1323.88
60,LeftDG0730,37.9213,-15.0793,1.613e-17,1.315e-17,6.089e-18,58.6063,-1323.62
61,LeftDG0731,38.0233,-15.109,1.396e-17,1.13e-17,5.865e-18,53.8659,-1323.88
62,LeftDG0732,37.7535,-14.9024,1.496e-17,1.336e-17,6.928e-18,56.3069,-1323.83
63,LeftDG0733,37.8619,-14.9588,1.688e-17,1.476e-17,5.969e-18,54.749,-1323.56
64,LeftDG0761,-4.1132,-43.9374,9.212e-18,8.021e-18,3.547e-18,57.1035,-1388.16
65,LeftDG0772,-15.3318,21.0745,2.711e-17,2.282e-17,1.01e-17,78.3578,-1004.5
66,LeftDG0773,-15.4118,20.945,2.578e-17,2.124e-17,9.239e-18,73.3909,-1004.81
67,LeftDG0774,-15.4348,21.0278,2.345e-17,1.873e-17,8.1e-18,59.787,-1004.79
68,LeftDG0810,-15.9171,39.5492,1.077e-17,1.035e-17,4.017e-18,66.798,-1273.43
69,LeftDG0812,6.8672,21.152,1.334e-17,9.99e-18,4.645e-18,60.6323,-1172.33
70,LeftDG0832,-25.4213,-2.4776,5.829e-18,4.873e-18,2.513e-18,106.1459,-1837.25
71,LeftDG0833,-25.3819,-2.512,8.174e-18,6.521e-18,2.928e-18,40.3075,-1837.23
72,LeftDG0834,-25.4531,-2.5062,8.029e-18,7.412e-18,3.416e-18,36.7902,-1837.26
73,LeftDG0835,-25.553,-2.5173,7.877e-18,6.988e-18,3.135e-18,38.3677,-1837.37
74,LeftDG0836,-25.2995,-2.4542,8.29e-18,6.884e-18,3.188e-18,36.8933,-1837.3
75,LeftDG0837,-25.3556,-2.5776,9.031e-18,7.64e-18,3.25e-18,43.3448,-1837.22
76,LeftDG0838,-25.309,-2.4928,8.646e-18,6.794e-18,2.981e-18,30.7954,-1837.1
77,LeftDG0839,-25.3507,-2.4611,9.311e-18,7.284e-18,3.808e-18,35.9725,-1837.35
78,LeftDG0909,-14.9654,10.4549,8.761e-18,7.103e-18,3.338e-18,46.0664,-1459.03
